task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,tool_version,human_review_clean,task_date_clean,report_month,minutes_spent_clean,errors_found_clean,confidence_rating_clean,flag_invalid_minutes,flag_invalid_errors,flag_invalid_confidence,flag_invalid_date,flag_high_error_no_review,flag_repeated_id,comment_raw,comment_clean
TASK-0564,2026-05-16,Aarhus,HR,Data Entry,Automated,25.6,2,No,Completed,3.1,Neutral,v1.2,No,2026-05-16,2026-05,25.6,2.0,3.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0565,2026-05-19,Copenhagen,HR,Document Check,AI-assisted,31.4,2,No,Completed,3.0,Neutral,v1.0,No,2026-05-19,2026-05,31.4,2.0,3.0,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0566,2026-05-22,Aalborg,Procurement,Document Check,Manual,39.6,2,No,Completed,3.5,Neutral,v1.1,No,2026-05-22,2026-05,39.6,2.0,3.5,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0567,2026-05-25,Odense,Procurement,Document Check,Automated,26.2,4,Yes,Needs correction,2.6,Concerned,v1.2,Yes,2026-05-25,2026-05,26.2,4.0,2.6,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0568,2026-05-01,Aarhus,Procurement,Document Check,Manual,54.2,0,No,Completed,4.2,Positive,v1.0,No,2026-05-01,2026-05,54.2,0.0,4.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0569,2026-05-04,Copenhagen,Procurement,Scheduling,Automated,18.0,1,Yes,Completed,3.5,Neutral,v1.1,Yes,2026-05-04,2026-05,18.0,1.0,3.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0570,2026-05-07,Aalborg,Procurement,Scheduling,AI-assisted,22.6,2,No,Completed,3.3,Neutral,v1.2,No,2026-05-07,2026-05,22.6,2.0,3.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0571,2026-05-10,Odense,Communications,Scheduling,Manual,36.1,0,No,Completed,4.7,Positive,v1.0,No,2026-05-10,2026-05,36.1,0.0,4.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0572,2026-05-13,Aarhus,Communications,Scheduling,Automated,25.1,5,Yes,Needs correction,1.8,Concerned,v1.1,Yes,2026-05-13,2026-05,25.1,5.0,1.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0573,2026-05-16,Copenhagen,Communications,Status Update,AI-assisted,31.5,2,Yes,Completed,3.3,Neutral,v1.2,Yes,2026-05-16,2026-05,31.5,2.0,3.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0574,2026-05-19,Aalborg,Communications,Status Update,Manual,50.5,2,No,Completed,3.3,Neutral,v1.0,No,2026-05-19,2026-05,50.5,2.0,3.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0575,2026-05-22,Odense,Communications,Status Update,Automated,17.2,2,Yes,Completed,4.2,Positive,v1.1,Yes,2026-05-22,2026-05,17.2,2.0,4.2,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0576,2026-05-25,Aarhus,Finance,Status Update,AI-assisted,47.6,2,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-05-25,2026-05,47.6,2.0,3.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
